"TransactionID			",Report Type,Status,ProcessLog,RunDate
This Is Start Line,This Is Start Line,This Is Start Line,This Is Start Line,This Is Start Line
10,General,Process,Processing Transaction Number:9,21-09-2023 06:13:31
10,General,Process,Transaction Started for Transaction ID:10,21-09-2023 06:13:31
11,General,Process,Processing Transaction Number:10,21-09-2023 06:14:48
11,General,Process,Transaction Started for Transaction ID:11,21-09-2023 06:14:48
12,General,Process,Processing Transaction Number:11,21-09-2023 06:15:09
12,General,Process,Transaction Started for Transaction ID:12,21-09-2023 06:15:09
General,General,General,RPA GT Order Processing Completed.,21-09-2023 06:21:52
General,General,Process,Dear Team,<br><br>Robot has started RPA GT Order Process.<br><br>Thanks and Regards,<br>
 RPA Team<br>-------------------------------------------------------------------<br>This is auto generated email, please do no reply on this email.,21-09-2023 07:07:16
General,General,General,Reading Config File....,21-09-2023 07:07:25
General,General,General,Config Data has been added to dictionary,21-09-2023 07:07:26
General,General,General,Total Number of Transaction to be Processed:11,21-09-2023 07:07:27
General,General,General,Folder is Created at location for output folder:Data\Output\21-09-2023\GTORDER_425,21-09-2023 07:07:27
General,General,General,Output Report File Creation Completed,21-09-2023 07:07:27
General,General,General,Website Accessible,21-09-2023 07:07:27
1,General,Process,Processing Transaction Number:1,21-09-2023 07:07:27
1,General,Process,Transaction Started for Transaction ID:1,21-09-2023 07:07:27
General,General,Process,Dear Team,<br><br>Robot has started RPA GT Order Process.<br><br>Thanks and Regards,<br>
 RPA Team<br>-------------------------------------------------------------------<br>This is auto generated email, please do no reply on this email.,21-09-2023 07:09:55
General,General,General,Reading Config File....,21-09-2023 07:10:02
General,General,General,Config Data has been added to dictionary,21-09-2023 07:10:03
General,General,General,Total Number of Transaction to be Processed:1,21-09-2023 07:10:04
General,General,General,Folder is Created at location for output folder:Data\Output\21-09-2023\GTORDER_426,21-09-2023 07:10:04
General,General,General,Output Report File Creation Completed,21-09-2023 07:10:04
General,General,General,Website Accessible,21-09-2023 07:10:04
6,General,Process,Processing Transaction Number:1,21-09-2023 07:10:05
6,General,Process,Transaction Started for Transaction ID:6,21-09-2023 07:10:05
General,General,General,RPA GT Order Processing Completed.,21-09-2023 07:10:59
General,General,Process,Dear Team,<br><br>Robot has started RPA GT Order Process.<br><br>Thanks and Regards,<br>
 RPA Team<br>-------------------------------------------------------------------<br>This is auto generated email, please do no reply on this email.,21-09-2023 07:13:55
General,General,General,Reading Config File....,21-09-2023 07:14:02
General,General,General,Config Data has been added to dictionary,21-09-2023 07:14:04
General,General,General,Total Number of Transaction to be Processed:11,21-09-2023 07:14:04
General,General,General,Folder is Created at location for output folder:Data\Output\21-09-2023\GTORDER_427,21-09-2023 07:14:04
General,General,General,Output Report File Creation Completed,21-09-2023 07:14:04
General,General,General,Website Accessible,21-09-2023 07:14:05
1,General,Process,Processing Transaction Number:1,21-09-2023 07:14:05
1,General,Process,Transaction Started for Transaction ID:1,21-09-2023 07:14:05
2,General,Process,Processing Transaction Number:2,21-09-2023 07:15:28
2,General,Process,Transaction Started for Transaction ID:2,21-09-2023 07:15:28
General,General,General,Website Accessible,21-09-2023 07:18:03
2,General,Process,Processing Transaction Number:2,21-09-2023 07:18:03
2,General,Process,Transaction Started for Transaction ID:2,21-09-2023 07:18:03
General,General,General,Website Accessible,21-09-2023 07:20:04
2,General,Process,Processing Transaction Number:2,21-09-2023 07:20:04
2,General,Process,Transaction Started for Transaction ID:2,21-09-2023 07:20:04
General,General,General,Website Accessible,21-09-2023 07:22:08
3,General,Process,Processing Transaction Number:3,21-09-2023 07:22:08
3,General,Process,Transaction Started for Transaction ID:3,21-09-2023 07:22:08
5,General,Process,Processing Transaction Number:4,21-09-2023 07:22:15
5,General,Process,Transaction Started for Transaction ID:5,21-09-2023 07:22:15
General,General,Process,Dear Team,<br><br>Robot has started RPA GT Order Process.<br><br>Thanks and Regards,<br>
 RPA Team<br>-------------------------------------------------------------------<br>This is auto generated email, please do no reply on this email.,21-09-2023 07:23:09
General,General,General,Reading Config File....,21-09-2023 07:23:16
General,General,General,Config Data has been added to dictionary,21-09-2023 07:23:18
General,General,General,Total Number of Transaction to be Processed:11,21-09-2023 07:23:18
General,General,General,Folder is Created at location for output folder:Data\Output\21-09-2023\GTORDER_428,21-09-2023 07:23:18
General,General,General,Output Report File Creation Completed,21-09-2023 07:23:18
General,General,General,Website Accessible,21-09-2023 07:23:19
1,General,Process,Processing Transaction Number:1,21-09-2023 07:23:19
1,General,Process,Transaction Started for Transaction ID:1,21-09-2023 07:23:19
2,General,Process,Processing Transaction Number:2,21-09-2023 07:25:03
2,General,Process,Transaction Started for Transaction ID:2,21-09-2023 07:25:03
3,General,Process,Processing Transaction Number:3,21-09-2023 07:28:11
3,General,Process,Transaction Started for Transaction ID:3,21-09-2023 07:28:12
5,General,Process,Processing Transaction Number:4,21-09-2023 07:28:19
5,General,Process,Transaction Started for Transaction ID:5,21-09-2023 07:28:19
6,General,Process,Processing Transaction Number:5,21-09-2023 07:28:47
6,General,Process,Transaction Started for Transaction ID:6,21-09-2023 07:28:47
7,General,Process,Processing Transaction Number:6,21-09-2023 07:32:36
7,General,Process,Transaction Started for Transaction ID:7,21-09-2023 07:32:36
8,General,Process,Processing Transaction Number:7,21-09-2023 07:34:44
8,General,Process,Transaction Started for Transaction ID:8,21-09-2023 07:34:44
9,General,Process,Processing Transaction Number:8,21-09-2023 07:35:03
9,General,Process,Transaction Started for Transaction ID:9,21-09-2023 07:35:03
10,General,Process,Processing Transaction Number:9,21-09-2023 07:35:33
10,General,Process,Transaction Started for Transaction ID:10,21-09-2023 07:35:33
11,General,Process,Processing Transaction Number:10,21-09-2023 07:36:59
11,General,Process,Transaction Started for Transaction ID:11,21-09-2023 07:36:59
12,General,Process,Processing Transaction Number:11,21-09-2023 07:37:26
12,General,Process,Transaction Started for Transaction ID:12,21-09-2023 07:37:26
General,General,General,Website Accessible,21-09-2023 07:38:32
12,General,Process,Processing Transaction Number:11,21-09-2023 07:38:32
12,General,Process,Transaction Started for Transaction ID:12,21-09-2023 07:38:32
General,General,General,RPA GT Order Processing Completed.,21-09-2023 07:42:30
General,General,Process,Dear Team,<br><br>Robot has started RPA GT Order Process.<br><br>Thanks and Regards,<br>
 RPA Team<br>-------------------------------------------------------------------<br>This is auto generated email, please do no reply on this email.,21-09-2023 08:00:52
General,General,Process,Dear Team,<br><br>Robot has started RPA GT Order Process.<br><br>Thanks and Regards,<br>
 RPA Team<br>-------------------------------------------------------------------<br>This is auto generated email, please do no reply on this email.,21-09-2023 08:01:42
General,General,General,Reading Config File....,21-09-2023 08:01:49
General,General,General,Config Data has been added to dictionary,21-09-2023 08:01:51
General,General,General,Total Number of Transaction to be Processed:11,21-09-2023 08:01:51
General,General,General,Folder is Created at location for output folder:Data\Output\21-09-2023\GTORDER_429,21-09-2023 08:01:51
General,General,General,Output Report File Creation Completed,21-09-2023 08:01:51
General,General,General,Website Accessible,21-09-2023 08:01:51
1,General,Process,Processing Transaction Number:1,21-09-2023 08:01:52
1,General,Process,Transaction Started for Transaction ID:1,21-09-2023 08:01:52
2,General,Process,Processing Transaction Number:2,21-09-2023 08:03:33
2,General,Process,Transaction Started for Transaction ID:2,21-09-2023 08:03:33
3,General,Process,Processing Transaction Number:3,21-09-2023 08:06:39
3,General,Process,Transaction Started for Transaction ID:3,21-09-2023 08:06:39
5,General,Process,Processing Transaction Number:4,21-09-2023 08:06:47
5,General,Process,Transaction Started for Transaction ID:5,21-09-2023 08:06:47
6,General,Process,Processing Transaction Number:5,21-09-2023 08:07:12
6,General,Process,Transaction Started for Transaction ID:6,21-09-2023 08:07:12
7,General,Process,Processing Transaction Number:6,21-09-2023 08:08:00
7,General,Process,Transaction Started for Transaction ID:7,21-09-2023 08:08:00
8,General,Process,Processing Transaction Number:7,21-09-2023 08:09:54
8,General,Process,Transaction Started for Transaction ID:8,21-09-2023 08:09:54
9,General,Process,Processing Transaction Number:8,21-09-2023 08:10:12
9,General,Process,Transaction Started for Transaction ID:9,21-09-2023 08:10:12
10,General,Process,Processing Transaction Number:9,21-09-2023 08:10:41
10,General,Process,Transaction Started for Transaction ID:10,21-09-2023 08:10:41
11,General,Process,Processing Transaction Number:10,21-09-2023 08:11:54
11,General,Process,Transaction Started for Transaction ID:11,21-09-2023 08:12:01
12,General,Process,Processing Transaction Number:11,21-09-2023 08:12:24
12,General,Process,Transaction Started for Transaction ID:12,21-09-2023 08:12:24
General,General,General,Website Accessible,21-09-2023 08:19:34
12,General,Process,Processing Transaction Number:11,21-09-2023 08:19:34
12,General,Process,Transaction Started for Transaction ID:12,21-09-2023 08:19:34
General,General,Process,Dear Team,<br><br>Robot has started RPA GT Order Process.<br><br>Thanks and Regards,<br>
 RPA Team<br>-------------------------------------------------------------------<br>This is auto generated email, please do no reply on this email.,21-09-2023 11:45:37
General,General,General,Reading Config File....,21-09-2023 11:45:47
General,General,General,Config Data has been added to dictionary,21-09-2023 11:45:48
General,General,General,Total Number of Transaction to be Processed:11,21-09-2023 11:45:49
General,General,General,Folder is Created at location for output folder:Data\Output\21-09-2023\GTORDER_430,21-09-2023 11:45:49
General,General,General,Output Report File Creation Completed,21-09-2023 11:45:49
General,General,General,Website Accessible,21-09-2023 11:45:49
1,General,Process,Processing Transaction Number:1,21-09-2023 11:45:49
1,General,Process,Transaction Started for Transaction ID:1,21-09-2023 11:45:49
2,General,Process,Processing Transaction Number:2,21-09-2023 11:47:04
2,General,Process,Transaction Started for Transaction ID:2,21-09-2023 11:47:04
5,General,Process,Processing Transaction Number:3,21-09-2023 11:48:48
5,General,Process,Transaction Started for Transaction ID:5,21-09-2023 11:48:48
4,General,Process,Processing Transaction Number:4,21-09-2023 11:49:14
4,General,Process,Transaction Started for Transaction ID:4,21-09-2023 11:49:14
General,General,General,Website Accessible,21-09-2023 11:49:43
4,General,Process,Processing Transaction Number:4,21-09-2023 11:49:43
4,General,Process,Transaction Started for Transaction ID:4,21-09-2023 11:49:44
General,General,General,Website Accessible,21-09-2023 11:50:15
4,General,Process,Processing Transaction Number:4,21-09-2023 11:50:15
4,General,Process,Transaction Started for Transaction ID:4,21-09-2023 11:50:15
General,General,General,Website Accessible,21-09-2023 11:50:47
6,General,Process,Processing Transaction Number:5,21-09-2023 11:50:47
6,General,Process,Transaction Started for Transaction ID:6,21-09-2023 11:50:47
7,General,Process,Processing Transaction Number:6,21-09-2023 11:54:47
7,General,Process,Transaction Started for Transaction ID:7,21-09-2023 11:54:47
General,General,General,Website Accessible,21-09-2023 11:56:18
7,General,Process,Processing Transaction Number:6,21-09-2023 11:56:18
7,General,Process,Transaction Started for Transaction ID:7,21-09-2023 11:56:18
8,General,Process,Processing Transaction Number:7,21-09-2023 11:58:18
8,General,Process,Transaction Started for Transaction ID:8,21-09-2023 11:58:18
9,General,Process,Processing Transaction Number:8,21-09-2023 11:58:38
9,General,Process,Transaction Started for Transaction ID:9,21-09-2023 11:58:38
10,General,Process,Processing Transaction Number:9,21-09-2023 11:59:09
10,General,Process,Transaction Started for Transaction ID:10,21-09-2023 11:59:09
11,General,Process,Processing Transaction Number:10,22-09-2023 12:00:38
11,General,Process,Transaction Started for Transaction ID:11,22-09-2023 12:00:38
12,General,Process,Processing Transaction Number:11,22-09-2023 12:01:00
12,General,Process,Transaction Started for Transaction ID:12,22-09-2023 12:01:00
General,General,General,Website Accessible,22-09-2023 12:02:05
12,General,Process,Processing Transaction Number:11,22-09-2023 12:02:05
12,General,Process,Transaction Started for Transaction ID:12,22-09-2023 12:02:06
General,General,General,Website Accessible,22-09-2023 12:03:06
12,General,Process,Processing Transaction Number:11,22-09-2023 12:03:06
12,General,Process,Transaction Started for Transaction ID:12,22-09-2023 12:03:06
General,General,General,RPA GT Order Processing Completed.,22-09-2023 12:07:03
General,General,Process,Dear Team,<br><br>Robot has started RPA GT Order Process.<br><br>Thanks and Regards,<br>
 RPA Team<br>-------------------------------------------------------------------<br>This is auto generated email, please do no reply on this email.,22-09-2023 12:11:32
General,General,General,Reading Config File....,22-09-2023 12:11:40
General,General,General,Config Data has been added to dictionary,22-09-2023 12:11:41
General,General,General,Total Number of Transaction to be Processed:4,22-09-2023 12:11:42
General,General,General,Folder is Created at location for output folder:Data\Output\22-09-2023\GTORDER_431,22-09-2023 12:11:42
General,General,General,Output Report File Creation Completed,22-09-2023 12:11:42
General,General,General,Website Accessible,22-09-2023 12:11:42
1,General,Process,Processing Transaction Number:1,22-09-2023 12:11:42
1,General,Process,Transaction Started for Transaction ID:1,22-09-2023 12:11:42
2,General,Process,Processing Transaction Number:2,22-09-2023 12:13:07
2,General,Process,Transaction Started for Transaction ID:2,22-09-2023 12:13:07
General,General,General,Website Accessible,22-09-2023 12:15:32
2,General,Process,Processing Transaction Number:2,22-09-2023 12:15:33
2,General,Process,Transaction Started for Transaction ID:2,22-09-2023 12:15:33
General,General,General,Website Accessible,22-09-2023 12:17:38
2,General,Process,Processing Transaction Number:2,22-09-2023 12:17:38
2,General,Process,Transaction Started for Transaction ID:2,22-09-2023 12:17:38
General,General,General,Website Accessible,22-09-2023 12:19:42
5,General,Process,Processing Transaction Number:3,22-09-2023 12:19:42
5,General,Process,Transaction Started for Transaction ID:5,22-09-2023 12:19:42
4,General,Process,Processing Transaction Number:4,22-09-2023 12:20:05
4,General,Process,Transaction Started for Transaction ID:4,22-09-2023 12:20:05
General,General,General,Website Accessible,22-09-2023 12:20:37
4,General,Process,Processing Transaction Number:4,22-09-2023 12:20:37
4,General,Process,Transaction Started for Transaction ID:4,22-09-2023 12:20:37
General,General,General,Website Accessible,22-09-2023 12:21:06
4,General,Process,Processing Transaction Number:4,22-09-2023 12:21:06
4,General,Process,Transaction Started for Transaction ID:4,22-09-2023 12:21:06
General,General,General,Website Accessible,22-09-2023 12:21:37
General,General,General,RPA GT Order Processing Completed.,22-09-2023 12:21:45
General,General,Process,Dear Team,<br><br>Robot has started RPA GT Order Process.<br><br>Thanks and Regards,<br>
 RPA Team<br>-------------------------------------------------------------------<br>This is auto generated email, please do no reply on this email.,22-09-2023 12:24:37
General,General,General,Reading Config File....,22-09-2023 12:24:45
General,General,General,Config Data has been added to dictionary,22-09-2023 12:24:46
General,General,General,Total Number of Transaction to be Processed:4,22-09-2023 12:24:47
General,General,General,Folder is Created at location for output folder:Data\Output\22-09-2023\GTORDER_432,22-09-2023 12:24:47
General,General,General,Output Report File Creation Completed,22-09-2023 12:24:47
General,General,General,Website Accessible,22-09-2023 12:24:47
1,General,Process,Processing Transaction Number:1,22-09-2023 12:24:47
1,General,Process,Transaction Started for Transaction ID:1,22-09-2023 12:24:47
2,General,Process,Processing Transaction Number:2,22-09-2023 12:26:32
2,General,Process,Transaction Started for Transaction ID:2,22-09-2023 12:26:32
5,General,Process,Processing Transaction Number:3,22-09-2023 12:29:37
5,General,Process,Transaction Started for Transaction ID:5,22-09-2023 12:29:37
4,General,Process,Processing Transaction Number:4,22-09-2023 12:30:04
4,General,Process,Transaction Started for Transaction ID:4,22-09-2023 12:30:04
General,General,General,Website Accessible,22-09-2023 12:30:30
4,General,Process,Processing Transaction Number:4,22-09-2023 12:30:30
4,General,Process,Transaction Started for Transaction ID:4,22-09-2023 12:30:30
General,General,General,Website Accessible,22-09-2023 12:30:55
4,General,Process,Processing Transaction Number:4,22-09-2023 12:30:55
4,General,Process,Transaction Started for Transaction ID:4,22-09-2023 12:30:55
General,General,General,Website Accessible,22-09-2023 12:31:20
General,General,General,RPA GT Order Processing Completed.,22-09-2023 12:31:27
General,General,Process,Dear Team,<br><br>Robot has started RPA GT Order Process.<br><br>Thanks and Regards,<br>
 RPA Team<br>-------------------------------------------------------------------<br>This is auto generated email, please do no reply on this email.,22-09-2023 12:48:11
General,General,General,Reading Config File....,22-09-2023 12:48:18
General,General,General,Config Data has been added to dictionary,22-09-2023 12:48:20
General,General,General,Total Number of Transaction to be Processed:4,22-09-2023 12:48:20
General,General,General,Folder is Created at location for output folder:Data\Output\22-09-2023\GTORDER_433,22-09-2023 12:48:20
General,General,General,Output Report File Creation Completed,22-09-2023 12:48:20
General,General,General,Website Accessible,22-09-2023 12:48:21
1,General,Process,Processing Transaction Number:1,22-09-2023 12:48:21
1,General,Process,Transaction Started for Transaction ID:1,22-09-2023 12:48:21
General,General,General,Website Accessible,22-09-2023 12:52:12
1,General,Process,Processing Transaction Number:1,22-09-2023 12:52:12
1,General,Process,Transaction Started for Transaction ID:1,22-09-2023 12:52:12
2,General,Process,Processing Transaction Number:2,22-09-2023 12:54:03
2,General,Process,Transaction Started for Transaction ID:2,22-09-2023 12:54:03
General,General,General,Website Accessible,22-09-2023 12:56:10
2,General,Process,Processing Transaction Number:2,22-09-2023 12:56:10
2,General,Process,Transaction Started for Transaction ID:2,22-09-2023 12:56:10
General,General,General,Website Accessible,22-09-2023 12:58:13
2,General,Process,Processing Transaction Number:2,22-09-2023 12:58:13
2,General,Process,Transaction Started for Transaction ID:2,22-09-2023 12:58:13
General,General,General,Website Accessible,22-09-2023 01:00:09
5,General,Process,Processing Transaction Number:3,22-09-2023 01:00:09
5,General,Process,Transaction Started for Transaction ID:5,22-09-2023 01:00:09
4,General,Process,Processing Transaction Number:4,22-09-2023 01:00:34
4,General,Process,Transaction Started for Transaction ID:4,22-09-2023 01:00:34
General,General,General,Website Accessible,22-09-2023 01:01:07
4,General,Process,Processing Transaction Number:4,22-09-2023 01:01:07
4,General,Process,Transaction Started for Transaction ID:4,22-09-2023 01:01:07
General,General,General,Website Accessible,22-09-2023 01:01:40
4,General,Process,Processing Transaction Number:4,22-09-2023 01:01:40
4,General,Process,Transaction Started for Transaction ID:4,22-09-2023 01:01:40
General,General,General,Website Accessible,22-09-2023 01:02:13
General,General,General,RPA GT Order Processing Completed.,22-09-2023 01:02:21
General,General,Process,Dear Team,<br><br>Robot has started RPA GT Order Process.<br><br>Thanks and Regards,<br>
 RPA Team<br>-------------------------------------------------------------------<br>This is auto generated email, please do no reply on this email.,22-09-2023 10:37:45
General,General,General,Reading Config File....,22-09-2023 10:37:56
General,General,General,Config Data has been added to dictionary,22-09-2023 10:38:03
General,General,General,Total Number of Transaction to be Processed:2,22-09-2023 10:38:11
General,General,General,Folder is Created at location for output folder:Data\Output\22-09-2023\GTORDER_434,22-09-2023 10:38:12
General,General,General,Output Report File Creation Completed,22-09-2023 10:38:15
General,General,General,Website Accessible,22-09-2023 10:38:30
4,General,Process,Processing Transaction Number:1,22-09-2023 10:38:40
4,General,Process,Transaction Started for Transaction ID:4,22-09-2023 10:38:41
General,General,Process,Dear Team,<br><br>Robot has started RPA GT Order Process.<br><br>Thanks and Regards,<br>
 RPA Team<br>-------------------------------------------------------------------<br>This is auto generated email, please do no reply on this email.,22-09-2023 11:00:17
General,General,General,Reading Config File....,22-09-2023 11:00:28
General,General,General,Config Data has been added to dictionary,22-09-2023 11:00:38
General,General,General,Total Number of Transaction to be Processed:2,22-09-2023 11:00:45
General,General,General,Folder is Created at location for output folder:Data\Output\22-09-2023\GTORDER_435,22-09-2023 11:00:46
General,General,General,Output Report File Creation Completed,22-09-2023 11:00:47
General,General,General,Website Accessible,22-09-2023 11:00:57
4,General,Process,Processing Transaction Number:1,22-09-2023 11:01:07
4,General,Process,Transaction Started for Transaction ID:4,22-09-2023 11:01:08
5,General,Process,Processing Transaction Number:2,22-09-2023 11:03:25
5,General,Process,Transaction Started for Transaction ID:5,22-09-2023 11:03:26
General,General,General,RPA GT Order Processing Completed.,22-09-2023 11:04:55
General,General,Process,Dear Team,<br><br>Robot has started RPA GT Order Process.<br><br>Thanks and Regards,<br>
 RPA Team<br>-------------------------------------------------------------------<br>This is auto generated email, please do no reply on this email.,22-09-2023 11:12:28
General,General,General,Reading Config File....,22-09-2023 11:12:39
General,General,General,Config Data has been added to dictionary,22-09-2023 11:12:49
General,General,General,Total Number of Transaction to be Processed:2,22-09-2023 11:12:56
General,General,General,Folder is Created at location for output folder:Data\Output\22-09-2023\GTORDER_436,22-09-2023 11:12:58
General,General,General,Output Report File Creation Completed,22-09-2023 11:12:59
General,General,General,Website Accessible,22-09-2023 11:13:14
4,General,Process,Processing Transaction Number:1,22-09-2023 11:13:22
4,General,Process,Transaction Started for Transaction ID:4,22-09-2023 11:13:23
General,General,Process,Dear Team,<br><br>Robot has started RPA GT Order Process.<br><br>Thanks and Regards,<br>
 RPA Team<br>-------------------------------------------------------------------<br>This is auto generated email, please do no reply on this email.,22-09-2023 11:39:58
General,General,General,Reading Config File....,22-09-2023 11:40:08
General,General,General,Config Data has been added to dictionary,22-09-2023 11:40:18
General,General,General,Total Number of Transaction to be Processed:2,22-09-2023 11:40:22
General,General,General,Folder is Created at location for output folder:Data\Output\22-09-2023\GTORDER_437,22-09-2023 11:40:24
General,General,General,Output Report File Creation Completed,22-09-2023 11:40:25
General,General,General,Website Accessible,22-09-2023 11:40:30
4,General,Process,Processing Transaction Number:1,22-09-2023 11:40:33
4,General,Process,Transaction Started for Transaction ID:4,22-09-2023 11:40:34
General,General,Process,Dear Team,<br><br>Robot has started RPA GT Order Process.<br><br>Thanks and Regards,<br>
 RPA Team<br>-------------------------------------------------------------------<br>This is auto generated email, please do no reply on this email.,22-09-2023 11:43:34
General,General,General,Reading Config File....,22-09-2023 11:43:43
General,General,General,Config Data has been added to dictionary,22-09-2023 11:43:56
General,General,General,Total Number of Transaction to be Processed:2,22-09-2023 11:44:00
General,General,General,Folder is Created at location for output folder:Data\Output\22-09-2023\GTORDER_438,22-09-2023 11:44:01
General,General,General,Output Report File Creation Completed,22-09-2023 11:44:03
General,General,General,Website Accessible,22-09-2023 11:44:07
4,General,Process,Processing Transaction Number:1,22-09-2023 11:44:10
4,General,Process,Transaction Started for Transaction ID:4,22-09-2023 11:44:10
General,General,Process,Dear Team,<br><br>Robot has started RPA GT Order Process.<br><br>Thanks and Regards,<br>
 RPA Team<br>-------------------------------------------------------------------<br>This is auto generated email, please do no reply on this email.,22-09-2023 11:56:35
General,General,General,Reading Config File....,22-09-2023 11:56:44
General,General,General,Config Data has been added to dictionary,22-09-2023 11:56:55
General,General,General,Total Number of Transaction to be Processed:2,22-09-2023 11:56:59
General,General,General,Folder is Created at location for output folder:Data\Output\22-09-2023\GTORDER_439,22-09-2023 11:57:01
General,General,General,Output Report File Creation Completed,22-09-2023 11:57:02
General,General,General,Website Accessible,22-09-2023 11:57:07
4,General,Process,Processing Transaction Number:1,22-09-2023 11:57:10
4,General,Process,Transaction Started for Transaction ID:4,22-09-2023 11:57:11
General,General,Process,Dear Team,<br><br>Robot has started RPA GT Order Process.<br><br>Thanks and Regards,<br>
 RPA Team<br>-------------------------------------------------------------------<br>This is auto generated email, please do no reply on this email.,22-09-2023 12:08:57
General,General,General,Reading Config File....,22-09-2023 12:09:08
General,General,General,Config Data has been added to dictionary,22-09-2023 12:09:20
General,General,General,Total Number of Transaction to be Processed:2,22-09-2023 12:09:28
General,General,General,Folder is Created at location for output folder:Data\Output\22-09-2023\GTORDER_440,22-09-2023 12:09:30
General,General,General,Output Report File Creation Completed,22-09-2023 12:09:32
General,General,General,Website Accessible,22-09-2023 12:09:46
4,General,Process,Processing Transaction Number:1,22-09-2023 12:09:54
4,General,Process,Transaction Started for Transaction ID:4,22-09-2023 12:09:55
5,General,Process,Processing Transaction Number:2,22-09-2023 12:16:24
5,General,Process,Transaction Started for Transaction ID:5,22-09-2023 12:16:26
General,General,General,RPA GT Order Processing Completed.,22-09-2023 12:17:58
General,General,Process,Dear Team,<br><br>Robot has started RPA GT Order Process.<br><br>Thanks and Regards,<br>
 RPA Team<br>-------------------------------------------------------------------<br>This is auto generated email, please do no reply on this email.,22-09-2023 12:21:42
General,General,General,Reading Config File....,22-09-2023 12:21:49
General,General,General,Config Data has been added to dictionary,22-09-2023 12:21:51
General,General,General,Total Number of Transaction to be Processed:2,22-09-2023 12:21:51
General,General,General,Folder is Created at location for output folder:Data\Output\22-09-2023\GTORDER_441,22-09-2023 12:21:51
General,General,General,Output Report File Creation Completed,22-09-2023 12:21:51
General,General,General,Website Accessible,22-09-2023 12:21:52
1,General,Process,Processing Transaction Number:1,22-09-2023 12:21:52
1,General,Process,Transaction Started for Transaction ID:1,22-09-2023 12:21:52
2,General,Process,Processing Transaction Number:2,22-09-2023 12:23:40
2,General,Process,Transaction Started for Transaction ID:2,22-09-2023 12:23:40
General,General,General,RPA GT Order Processing Completed.,22-09-2023 12:27:33
General,General,Process,Dear Team,<br><br>Robot has started RPA GT Order Process.<br><br>Thanks and Regards,<br>
 RPA Team<br>-------------------------------------------------------------------<br>This is auto generated email, please do no reply on this email.,22-09-2023 12:31:21
General,General,General,Reading Config File....,22-09-2023 12:31:32
General,General,General,Config Data has been added to dictionary,22-09-2023 12:31:45
General,General,General,Total Number of Transaction to be Processed:1,22-09-2023 12:31:54
General,General,General,Folder is Created at location for output folder:Data\Output\22-09-2023\GTORDER_442,22-09-2023 12:31:56
General,General,General,Output Report File Creation Completed,22-09-2023 12:31:58
General,General,General,Website Accessible,22-09-2023 12:32:11
5,General,Process,Processing Transaction Number:1,22-09-2023 12:32:23
5,General,Process,Transaction Started for Transaction ID:5,22-09-2023 12:32:25
General,General,General,RPA GT Order Processing Completed.,22-09-2023 12:34:15
General,General,Process,Dear Team,<br><br>Robot has started RPA GT Order Process.<br><br>Thanks and Regards,<br>
 RPA Team<br>-------------------------------------------------------------------<br>This is auto generated email, please do no reply on this email.,22-09-2023 12:54:14
General,General,General,Reading Config File....,22-09-2023 12:54:24
General,General,General,Config Data has been added to dictionary,22-09-2023 12:54:38
General,General,General,Total Number of Transaction to be Processed:1,22-09-2023 12:54:44
General,General,General,Folder is Created at location for output folder:Data\Output\22-09-2023\GTORDER_443,22-09-2023 12:54:46
General,General,General,Output Report File Creation Completed,22-09-2023 12:54:48
General,General,General,Website Accessible,22-09-2023 12:54:54
5,General,Process,Processing Transaction Number:1,22-09-2023 12:54:57
5,General,Process,Transaction Started for Transaction ID:5,22-09-2023 12:54:59
General,General,Process,Dear Team,<br><br>Robot has started RPA GT Order Process.<br><br>Thanks and Regards,<br>
 RPA Team<br>-------------------------------------------------------------------<br>This is auto generated email, please do no reply on this email.,22-09-2023 01:13:40
General,General,General,Reading Config File....,22-09-2023 01:13:50
General,General,General,Config Data has been added to dictionary,22-09-2023 01:14:04
General,General,General,Total Number of Transaction to be Processed:1,22-09-2023 01:14:11
General,General,General,Folder is Created at location for output folder:Data\Output\22-09-2023\GTORDER_444,22-09-2023 01:14:13
General,General,General,Output Report File Creation Completed,22-09-2023 01:14:18
General,General,General,Website Accessible,22-09-2023 01:14:25
5,General,Process,Processing Transaction Number:1,22-09-2023 01:14:29
5,General,Process,Transaction Started for Transaction ID:5,22-09-2023 01:14:30
General,General,Process,Dear Team,<br><br>Robot has started RPA GT Order Process.<br><br>Thanks and Regards,<br>
 RPA Team<br>-------------------------------------------------------------------<br>This is auto generated email, please do no reply on this email.,22-09-2023 02:39:31
General,General,General,Reading Config File....,22-09-2023 02:39:39
General,General,General,Config Data has been added to dictionary,22-09-2023 02:39:40
General,General,General,Total Number of Transaction to be Processed:11,22-09-2023 02:39:41
General,General,General,Folder is Created at location for output folder:Data\Output\22-09-2023\GTORDER_445,22-09-2023 02:39:41
General,General,General,Output Report File Creation Completed,22-09-2023 02:39:41
General,General,General,Website Accessible,22-09-2023 02:39:41
1,General,Process,Processing Transaction Number:1,22-09-2023 02:39:41
1,General,Process,Transaction Started for Transaction ID:1,22-09-2023 02:39:41
2,General,Process,Processing Transaction Number:2,22-09-2023 02:41:08
2,General,Process,Transaction Started for Transaction ID:2,22-09-2023 02:41:08
General,General,Process,Dear Team,<br><br>Robot has started RPA GT Order Process.<br><br>Thanks and Regards,<br>
